Vbias,lp,wn,wp,r_out,gm_m0,gm_m1
1.111111,0.00004,0.0000125,0.00018,1.186E+13,0.00001202,2.801E-11
1.111111,0.00004,0.000015,0.00018,1.186E+13,0.00001443,2.801E-11
1.111111,0.00004,0.000005,0.002,1.067E+13,0.000004806,3.268E-11
1.111111,0.00004,0.0000075,0.002,1.067E+13,0.00000721,3.268E-11
1.111111,0.00004,0.00001,0.002,1.067E+13,0.000009614,3.268E-11
1.111111,0.000015,0.0000125,0.002,1.067E+13,0.00001202,3.268E-11
1.111111,0.000015,0.000015,0.002,1.067E+13,0.00001442,3.268E-11
1.111111,0.000015,0.000005,0.00012,2.32E+13,0.000004807,3.735E-11
1.111111,0.000015,0.0000075,0.00012,2.32E+13,0.000007211,3.735E-11
1.111111,0.000015,0.00001,0.00012,2.32E+13,0.000009615,3.735E-11
1.111111,0.00002125,0.0000125,0.00012,2.32E+13,0.00001202,3.735E-11
1.111111,0.00002125,0.000015,0.00012,2.32E+13,0.00001442,3.735E-11
1.111111,0.00002125,0.000005,0.00014,1.989E+13,0.000004808,4.202E-11
1.111111,0.00002125,0.0000075,0.00014,1.989E+13,0.000007212,4.202E-11
1.111111,0.00002125,0.00001,0.00014,1.989E+13,0.000009616,4.202E-11
1.111111,0.0000275,0.0000125,0.00014,1.989E+13,0.00001202,4.202E-11
1.111111,0.0000275,0.000015,0.00014,1.989E+13,0.00001442,4.202E-11
1.111111,0.0000275,0.000005,0.00016,1.74E+13,0.000004809,4.669E-11
1.111111,0.0000275,0.0000075,0.00016,1.74E+13,0.000007213,4.669E-11
1.111111,0.0000275,0.00001,0.00016,1.74E+13,0.000009617,4.669E-11
1.111111,0.00003375,0.0000125,0.00016,1.74E+13,0.00001202,4.669E-11
1.111111,0.00003375,0.000015,0.00016,1.74E+13,0.00001442,4.669E-11
1.111111,0.00003375,0.000005,0.00018,1.547E+13,0.00000481,2.282E-11
1.111111,0.00003375,0.0000075,0.00018,1.547E+13,0.000007214,2.282E-11
1.111111,0.00003375,0.00001,0.00018,1.547E+13,0.000009618,2.282E-11
1.111111,0.00004,0.0000125,0.00018,1.547E+13,0.00001202,2.282E-11
1.111111,0.00004,0.000015,0.00018,1.547E+13,0.00001443,2.282E-11
1.111111,0.00004,0.000005,0.002,1.392E+13,0.000004806,2.662E-11
1.111111,0.00004,0.0000075,0.002,1.392E+13,0.00000721,2.662E-11
1.111111,0.00004,0.00001,0.002,1.392E+13,0.000009614,2.662E-11
1.111111,0.000015,0.0000125,0.002,1.392E+13,0.00001202,2.662E-11
1.111111,0.000015,0.000015,0.002,1.392E+13,0.00001442,2.662E-11
1.111111,0.000015,0.000005,0.00012,2.862E+13,0.000004807,3.042E-11
1.111111,0.000015,0.0000075,0.00012,2.862E+13,0.000007211,3.042E-11
1.111111,0.000015,0.00001,0.00012,2.862E+13,0.000009615,3.042E-11
1.111111,0.00002125,0.0000125,0.00012,2.862E+13,0.00001202,3.042E-11
1.111111,0.00002125,0.000015,0.00012,2.862E+13,0.00001442,3.042E-11
1.111111,0.00002125,0.000005,0.00014,2.453E+13,0.000004809,3.422E-11
1.111111,0.00002125,0.0000075,0.00014,2.453E+13,0.000007213,3.422E-11
1.111111,0.00002125,0.00001,0.00014,2.453E+13,0.000009617,3.422E-11
1.111111,0.0000275,0.0000125,0.00014,2.453E+13,0.00001202,3.422E-11
1.111111,0.0000275,0.000015,0.00014,2.453E+13,0.00001442,3.422E-11
1.111111,0.0000275,0.000005,0.00016,2.146E+13,0.00000481,3.803E-11
1.111111,0.0000275,0.0000075,0.00016,2.146E+13,0.000007214,3.803E-11
1.111111,0.0000275,0.00001,0.00016,2.146E+13,0.000009618,3.803E-11
1.111111,0.00003375,0.0000125,0.00016,2.146E+13,0.00001202,3.803E-11
1.111111,0.00003375,0.000015,0.00016,2.146E+13,0.00001443,3.803E-11
1.111111,0.00003375,0.000005,0.00018,1.908E+13,0.000004806,1.925E-11
1.111111,0.00003375,0.0000075,0.00018,1.908E+13,0.00000721,1.925E-11
1.111111,0.00003375,0.00001,0.00018,1.908E+13,0.000009614,1.925E-11
1.111111,0.00004,0.0000125,0.00018,1.908E+13,0.00001202,1.925E-11
1.111111,0.00004,0.000015,0.00018,1.908E+13,0.00001442,1.925E-11
1.111111,0.00004,0.000005,0.002,1.717E+13,0.000004807,2.245E-11
1.111111,0.00004,0.0000075,0.002,1.717E+13,0.000007211,2.245E-11
1.111111,0.00004,0.00001,0.002,1.717E+13,0.000009615,2.245E-11
1.111111,0.000015,0.0000125,0.002,1.717E+13,0.00001202,2.245E-11
1.111111,0.000015,0.000015,0.002,1.717E+13,0.00001442,2.245E-11
1.111111,0.000015,0.000005,0.00012,3.404E+13,0.000004808,2.566E-11
1.111111,0.000015,0.0000075,0.00012,3.404E+13,0.000007212,2.566E-11
1.111111,0.000015,0.00001,0.00012,3.404E+13,0.000009616,2.566E-11
1.111111,0.00002125,0.0000125,0.00012,3.404E+13,0.00001202,2.566E-11
1.111111,0.00002125,0.000015,0.00012,3.404E+13,0.00001442,2.566E-11
1.111111,0.00002125,0.000005,0.00014,2.918E+13,0.000004809,2.887E-11
1.111111,0.00002125,0.0000075,0.00014,2.918E+13,0.000007213,2.887E-11
1.111111,0.00002125,0.00001,0.00014,2.918E+13,0.000009617,2.887E-11
1.111111,0.0000275,0.0000125,0.00014,2.918E+13,0.00001202,2.887E-11
1.111111,0.0000275,0.000015,0.00014,2.918E+13,0.00001442,2.887E-11
1.111111,0.0000275,0.000005,0.00016,2.553E+13,0.00000481,3.208E-11
1.111111,0.0000275,0.0000075,0.00016,2.553E+13,0.000007214,3.208E-11
1.111111,0.0000275,0.00001,0.00016,2.553E+13,0.000009618,3.208E-11
1.111111,0.00003375,0.0000125,0.00016,2.553E+13,0.00001202,3.208E-11
1.111111,0.00003375,0.000015,0.00016,2.553E+13,0.00001443,3.208E-11
1.111111,0.00003375,0.000005,0.00018,2.269E+13,0.00000973,1.974E-13
1.111111,0.00003375,0.0000075,0.00018,2.269E+13,0.0000146,1.974E-13
1.111111,0.00003375,0.00001,0.00018,2.269E+13,0.00001947,1.974E-13
1.111111,0.00004,0.0000125,0.00018,2.269E+13,0.00002433,1.974E-13
1.111111,0.00004,0.000015,0.00018,2.269E+13,0.0000292,1.974E-13
1.111111,0.00004,0.000005,0.002,2.042E+13,0.000009733,2.303E-13
1.111111,0.00004,0.0000075,0.002,2.042E+13,0.0000146,2.303E-13
1.111111,0.00004,0.00001,0.002,2.042E+13,0.00001947,2.303E-13
1.111111,0.000015,0.0000125,0.002,2.042E+13,0.00002434,2.303E-13
1.111111,0.000015,0.000015,0.002,2.042E+13,0.0000292,2.303E-13
1.111111,0.000015,0.000005,0.00012,3.232E+15,0.000009734,2.632E-13
1.111111,0.000015,0.0000075,0.00012,3.232E+15,0.0000146,2.632E-13
1.111111,0.000015,0.00001,0.00012,3.232E+15,0.00001947,2.632E-13
1.111111,0.00002125,0.0000125,0.00012,3.232E+15,0.00002434,2.632E-13
1.111111,0.00002125,0.000015,0.00012,3.232E+15,0.00002921,2.632E-13
1.111111,0.00002125,0.000005,0.00014,2.771E+15,0.000009736,2.96E-13
1.111111,0.00002125,0.0000075,0.00014,2.771E+15,0.00001461,2.96E-13
1.111111,0.00002125,0.00001,0.00014,2.771E+15,0.00001947,2.96E-13
1.111111,0.0000275,0.0000125,0.00014,2.771E+15,0.00002434,2.96E-13
1.111111,0.0000275,0.000015,0.00014,2.771E+15,0.00002921,2.96E-13
1.333333,0.0000275,0.000005,0.00016,2.424E+15,0.000009738,3.289E-13
1.333333,0.0000275,0.0000075,0.00016,2.424E+15,0.00001461,3.289E-13
1.333333,0.0000275,0.00001,0.00016,2.424E+15,0.00001948,3.289E-13
1.333333,0.00003375,0.0000125,0.00016,2.424E+15,0.00002434,3.289E-13
1.333333,0.00003375,0.000015,0.00016,2.424E+15,0.00002921,3.289E-13
1.333333,0.00003375,0.000005,0.00018,2.155E+15,0.00000973,1.392E-13
1.333333,0.00003375,0.0000075,0.00018,2.155E+15,0.0000146,1.392E-13
1.333333,0.00003375,0.00001,0.00018,2.155E+15,0.00001947,1.392E-13
1.333333,0.00004,0.0000125,0.00018,2.155E+15,0.00002433,1.392E-13
1.333333,0.00004,0.000015,0.00018,2.155E+15,0.0000292,1.392E-13
1.333333,0.00004,0.000005,0.002,1.939E+15,0.000009733,1.623E-13
1.333333,0.00004,0.0000075,0.002,1.939E+15,0.0000146,1.623E-13
1.333333,0.00004,0.00001,0.002,1.939E+15,0.00001947,1.623E-13
1.333333,0.000015,0.0000125,0.002,1.939E+15,0.00002434,1.623E-13
1.333333,0.000015,0.000015,0.002,1.939E+15,0.0000292,1.623E-13
1.333333,0.000015,0.000005,0.00012,4.644E+15,0.000009734,1.855E-13
1.333333,0.000015,0.0000075,0.00012,4.644E+15,0.0000146,1.855E-13
1.333333,0.000015,0.00001,0.00012,4.644E+15,0.00001947,1.855E-13
1.333333,0.00002125,0.0000125,0.00012,4.644E+15,0.00002434,1.855E-13
1.333333,0.00002125,0.000015,0.00012,4.644E+15,0.00002921,1.855E-13
1.333333,0.00002125,0.000005,0.00014,3.98E+15,0.000009736,2.087E-13
1.333333,0.00002125,0.0000075,0.00014,3.98E+15,0.00001461,2.087E-13
1.333333,0.00002125,0.00001,0.00014,3.98E+15,0.00001947,2.087E-13
1.333333,0.0000275,0.0000125,0.00014,3.98E+15,0.00002434,2.087E-13
1.333333,0.0000275,0.000015,0.00014,3.98E+15,0.00002921,2.087E-13
1.333333,0.0000275,0.000005,0.00016,3.483E+15,0.000009738,2.319E-13
1.333333,0.0000275,0.0000075,0.00016,3.483E+15,0.00001461,2.319E-13
1.333333,0.0000275,0.00001,0.00016,3.483E+15,0.00001948,2.319E-13
1.333333,0.00003375,0.0000125,0.00016,3.483E+15,0.00002434,2.319E-13
1.333333,0.00003375,0.000015,0.00016,3.483E+15,0.00002921,2.319E-13
1.333333,0.00003375,0.000005,0.00018,3.096E+15,0.00000973,1.075E-13
1.333333,0.00003375,0.0000075,0.00018,3.096E+15,0.0000146,1.075E-13
1.333333,0.00003375,0.00001,0.00018,3.096E+15,0.00001947,1.075E-13
1.333333,0.00004,0.0000125,0.00018,3.096E+15,0.00002433,1.075E-13
1.333333,0.00004,0.000015,0.00018,3.096E+15,0.0000292,1.075E-13
1.333333,0.00004,0.000005,0.002,2.786E+15,0.000009733,1.254E-13
1.333333,0.00004,0.0000075,0.002,2.786E+15,0.0000146,1.254E-13
1.333333,0.00004,0.00001,0.002,2.786E+15,0.00001947,1.254E-13
1.333333,0.000015,0.0000125,0.002,2.786E+15,0.00002434,1.254E-13
1.333333,0.000015,0.000015,0.002,2.786E+15,0.0000292,1.254E-13
1.333333,0.000015,0.000005,0.00012,6.056E+15,0.000009734,1.433E-13
1.333333,0.000015,0.0000075,0.00012,6.056E+15,0.0000146,1.433E-13
1.333333,0.000015,0.00001,0.00012,6.056E+15,0.00001947,1.433E-13
1.333333,0.00002125,0.0000125,0.00012,6.056E+15,0.00002434,1.433E-13
1.333333,0.00002125,0.000015,0.00012,6.056E+15,0.00002921,1.433E-13
1.333333,0.00002125,0.000005,0.00014,5.191E+15,0.000009736,1.612E-13
1.333333,0.00002125,0.0000075,0.00014,5.191E+15,0.00001461,1.612E-13
1.333333,0.00002125,0.00001,0.00014,5.191E+15,0.00001947,1.612E-13
1.333333,0.0000275,0.0000125,0.00014,5.191E+15,0.00002434,1.612E-13
1.333333,0.0000275,0.000015,0.00014,5.191E+15,0.00002921,1.612E-13
1.333333,0.0000275,0.000005,0.00016,4.542E+15,0.000009738,1.791E-13
1.333333,0.0000275,0.0000075,0.00016,4.542E+15,0.00001461,1.791E-13
1.333333,0.0000275,0.00001,0.00016,4.542E+15,0.00001948,1.791E-13
1.333333,0.00003375,0.0000125,0.00016,4.542E+15,0.00002434,1.791E-13
1.333333,0.00003375,0.000015,0.00016,4.542E+15,0.00002921,1.791E-13
1.333333,0.00003375,0.000005,0.00018,4.037E+15,0.00000973,8.752E-14
1.333333,0.00003375,0.0000075,0.00018,4.037E+15,0.0000146,8.752E-14
1.333333,0.00003375,0.00001,0.00018,4.037E+15,0.00001947,8.752E-14
1.333333,0.00004,0.0000125,0.00018,4.037E+15,0.00002433,8.752E-14
1.333333,0.00004,0.000015,0.00018,4.037E+15,0.0000292,8.752E-14
1.333333,0.00004,0.000005,0.002,3.634E+15,0.000009733,1.021E-13
1.333333,0.00004,0.0000075,0.002,3.634E+15,0.0000146,1.021E-13
1.333333,0.00004,0.00001,0.002,3.634E+15,0.00001947,1.021E-13
1.333333,0.000015,0.0000125,0.002,3.634E+15,0.00002434,1.021E-13
1.333333,0.000015,0.000015,0.002,3.634E+15,0.0000292,1.021E-13
1.333333,0.000015,0.000005,0.00012,7.47E+15,0.000009734,1.167E-13
1.333333,0.000015,0.0000075,0.00012,7.47E+15,0.0000146,1.167E-13
1.333333,0.000015,0.00001,0.00012,7.47E+15,0.00001947,1.167E-13
1.333333,0.00002125,0.0000125,0.00012,7.47E+15,0.00002434,1.167E-13
1.333333,0.00002125,0.000015,0.00012,7.47E+15,0.00002921,1.167E-13
1.333333,0.00002125,0.000005,0.00014,6.403E+15,0.000009736,1.313E-13
1.333333,0.00002125,0.0000075,0.00014,6.403E+15,0.00001461,1.313E-13
1.333333,0.00002125,0.00001,0.00014,6.403E+15,0.00001947,1.313E-13
1.333333,0.0000275,0.0000125,0.00014,6.403E+15,0.00002434,1.313E-13
1.333333,0.0000275,0.000015,0.00014,6.403E+15,0.00002921,1.313E-13
1.333333,0.0000275,0.000005,0.00016,5.602E+15,0.000009738,1.459E-13
1.333333,0.0000275,0.0000075,0.00016,5.602E+15,0.00001461,1.459E-13
1.333333,0.0000275,0.00001,0.00016,5.602E+15,0.00001948,1.459E-13
1.333333,0.00003375,0.0000125,0.00016,5.602E+15,0.00002434,1.459E-13
1.333333,0.00003375,0.000015,0.00016,5.602E+15,0.00002921,1.459E-13
1.333333,0.00003375,0.000005,0.00018,4.98E+15,0.00000973,7.383E-14
1.333333,0.00003375,0.0000075,0.00018,4.98E+15,0.0000146,7.383E-14
1.333333,0.00003375,0.00001,0.00018,4.98E+15,0.00001947,7.383E-14
1.333333,0.00004,0.0000125,0.00018,4.98E+15,0.00002433,7.383E-14
1.333333,0.00004,0.000015,0.00018,4.98E+15,0.0000292,7.383E-14
1.333333,0.00004,0.000005,0.002,4.482E+15,0.000009733,8.613E-14
1.333333,0.00004,0.0000075,0.002,4.482E+15,0.0000146,8.613E-14
1.333333,0.00004,0.00001,0.002,4.482E+15,0.00001947,8.613E-14
1.333333,0.000015,0.0000125,0.002,4.482E+15,0.00002434,8.613E-14
1.333333,0.000015,0.000015,0.002,4.482E+15,0.0000292,8.613E-14
1.333333,0.000015,0.000005,0.00012,8.884E+15,0.000009734,9.844E-14
1.333333,0.000015,0.0000075,0.00012,8.884E+15,0.0000146,9.844E-14
1.333333,0.000015,0.00001,0.00012,8.884E+15,0.00001947,9.844E-14
1.333333,0.00002125,0.0000125,0.00012,8.884E+15,0.00002434,9.844E-14
1.333333,0.00002125,0.000015,0.00012,8.884E+15,0.00002921,9.844E-14
1.333333,0.00002125,0.000005,0.00014,7.615E+15,0.000009736,1.107E-13
1.333333,0.00002125,0.0000075,0.00014,7.615E+15,0.00001461,1.107E-13
1.333333,0.00002125,0.00001,0.00014,7.615E+15,0.00001947,1.107E-13
1.333333,0.0000275,0.0000125,0.00014,7.615E+15,0.00002434,1.107E-13
1.333333,0.0000275,0.000015,0.00014,7.615E+15,0.00002921,1.107E-13
1.333333,0.0000275,0.000005,0.00016,6.663E+15,0.000009738,1.23E-13
1.333333,0.0000275,0.0000075,0.00016,6.663E+15,0.00001461,1.23E-13
1.333333,0.0000275,0.00001,0.00016,6.663E+15,0.00001948,1.23E-13
1.333333,0.00003375,0.0000125,0.00016,6.663E+15,0.00002434,1.23E-13
1.333333,0.00003375,0.000015,0.00016,6.663E+15,0.00002921,1.23E-13
1.333333,0.00003375,0.000005,0.00018,5.923E+15,0.0000189,7.528E-16
1.333333,0.00003375,0.0000075,0.00018,5.923E+15,0.00002832,7.528E-16
1.333333,0.00003375,0.00001,0.00018,5.923E+15,0.00003773,7.528E-16
1.333333,0.00004,0.0000125,0.00018,5.923E+15,0.00004714,7.528E-16
1.333333,0.00004,0.000015,0.00018,5.923E+15,0.00005654,7.528E-16
1.333333,0.00004,0.000005,0.002,5.33E+15,0.00001892,8.783E-16
1.333333,0.00004,0.0000075,0.002,5.33E+15,0.00002834,8.783E-16
1.333333,0.00004,0.00001,0.002,5.33E+15,0.00003775,8.783E-16
1.333333,0.000015,0.0000125,0.002,5.33E+15,0.00004716,8.783E-16
1.333333,0.000015,0.000015,0.002,5.33E+15,0.00005656,8.783E-16
1.333333,0.000015,0.000005,0.00012,8.468E+17,0.00001894,1.004E-15
1.333333,0.000015,0.0000075,0.00012,8.468E+17,0.00002836,1.004E-15
1.333333,0.000015,0.00001,0.00012,8.468E+17,0.00003777,1.004E-15
1.333333,0.00002125,0.0000125,0.00012,8.468E+17,0.00004718,1.004E-15
1.333333,0.00002125,0.000015,0.00012,8.468E+17,0.00005658,1.004E-15
1.333333,0.00002125,0.000005,0.00014,7.258E+17,0.00001895,1.129E-15
1.333333,0.00002125,0.0000075,0.00014,7.258E+17,0.00002837,1.129E-15
1.333333,0.00002125,0.00001,0.00014,7.258E+17,0.00003779,1.129E-15
1.333333,0.0000275,0.0000125,0.00014,7.258E+17,0.00004719,1.129E-15
1.333333,0.0000275,0.000015,0.00014,7.258E+17,0.00005659,1.129E-15
1.555556,0.0000275,0.000005,0.00016,6.351E+17,0.00001897,1.255E-15
1.555556,0.0000275,0.0000075,0.00016,6.351E+17,0.00002839,1.255E-15
1.555556,0.0000275,0.00001,0.00016,6.351E+17,0.0000378,1.255E-15
1.555556,0.00003375,0.0000125,0.00016,6.351E+17,0.00004721,1.255E-15
1.555556,0.00003375,0.000015,0.00016,6.351E+17,0.00005661,1.255E-15
1.555556,0.00003375,0.000005,0.00018,5.645E+17,0.0000189,5.308E-16
1.555556,0.00003375,0.0000075,0.00018,5.645E+17,0.00002832,5.308E-16
1.555556,0.00003375,0.00001,0.00018,5.645E+17,0.00003773,5.308E-16
1.555556,0.00004,0.0000125,0.00018,5.645E+17,0.00004714,5.308E-16
1.555556,0.00004,0.000015,0.00018,5.645E+17,0.00005654,5.308E-16
1.555556,0.00004,0.000005,0.002,5.08E+17,0.00001892,6.192E-16
1.555556,0.00004,0.0000075,0.002,5.08E+17,0.00002834,6.192E-16
1.555556,0.00004,0.00001,0.002,5.08E+17,0.00003775,6.192E-16
1.555556,0.000015,0.0000125,0.002,5.08E+17,0.00004716,6.192E-16
1.555556,0.000015,0.000015,0.002,5.08E+17,0.00005656,6.192E-16
1.555556,0.000015,0.000005,0.00012,1.216E+18,0.00001894,7.077E-16
1.555556,0.000015,0.0000075,0.00012,1.216E+18,0.00002836,7.077E-16
1.555556,0.000015,0.00001,0.00012,1.216E+18,0.00003777,7.077E-16
1.555556,0.00002125,0.0000125,0.00012,1.216E+18,0.00004718,7.077E-16
1.555556,0.00002125,0.000015,0.00012,1.216E+18,0.00005658,7.077E-16
1.555556,0.00002125,0.000005,0.00014,1.042E+18,0.00001895,7.962E-16
1.555556,0.00002125,0.0000075,0.00014,1.042E+18,0.00002837,7.962E-16
1.555556,0.00002125,0.00001,0.00014,1.042E+18,0.00003779,7.962E-16
1.555556,0.0000275,0.0000125,0.00014,1.042E+18,0.00004719,7.962E-16
1.555556,0.0000275,0.000015,0.00014,1.042E+18,0.00005659,7.962E-16
1.555556,0.0000275,0.000005,0.00016,9.121E+17,0.00001897,8.846E-16
1.555556,0.0000275,0.0000075,0.00016,9.121E+17,0.00002839,8.846E-16
1.555556,0.0000275,0.00001,0.00016,9.121E+17,0.0000378,8.846E-16
1.555556,0.00003375,0.0000125,0.00016,9.121E+17,0.00004721,8.846E-16
1.555556,0.00003375,0.000015,0.00016,9.121E+17,0.00005661,8.846E-16
1.555556,0.00003375,0.000005,0.00018,8.107E+17,0.0000189,4.099E-16
1.555556,0.00003375,0.0000075,0.00018,8.107E+17,0.00002832,4.099E-16
1.555556,0.00003375,0.00001,0.00018,8.107E+17,0.00003773,4.099E-16
1.555556,0.00004,0.0000125,0.00018,8.107E+17,0.00004714,4.099E-16
1.555556,0.00004,0.000015,0.00018,8.107E+17,0.00005654,4.099E-16
1.555556,0.00004,0.000005,0.002,7.296E+17,0.00001892,4.782E-16
1.555556,0.00004,0.0000075,0.002,7.296E+17,0.00002834,4.782E-16
1.555556,0.00004,0.00001,0.002,7.296E+17,0.00003775,4.782E-16
1.555556,0.000015,0.0000125,0.002,7.296E+17,0.00004716,4.782E-16
1.555556,0.000015,0.000015,0.002,7.296E+17,0.00005656,4.782E-16
1.555556,0.000015,0.000005,0.00012,1.586E+18,0.00001894,5.465E-16
1.555556,0.000015,0.0000075,0.00012,1.586E+18,0.00002836,5.465E-16
1.555556,0.000015,0.00001,0.00012,1.586E+18,0.00003777,5.465E-16
1.555556,0.00002125,0.0000125,0.00012,1.586E+18,0.00004718,5.465E-16
1.555556,0.00002125,0.000015,0.00012,1.586E+18,0.00005658,5.465E-16
1.555556,0.00002125,0.000005,0.00014,1.359E+18,0.00001895,6.148E-16
1.555556,0.00002125,0.0000075,0.00014,1.359E+18,0.00002837,6.148E-16
1.555556,0.00002125,0.00001,0.00014,1.359E+18,0.00003779,6.148E-16
1.555556,0.0000275,0.0000125,0.00014,1.359E+18,0.00004719,6.148E-16
1.555556,0.0000275,0.000015,0.00014,1.359E+18,0.00005659,6.148E-16
1.555556,0.0000275,0.000005,0.00016,1.189E+18,0.00001897,6.831E-16
1.555556,0.0000275,0.0000075,0.00016,1.189E+18,0.00002839,6.831E-16
1.555556,0.0000275,0.00001,0.00016,1.189E+18,0.0000378,6.831E-16
1.555556,0.00003375,0.0000125,0.00016,1.189E+18,0.00004721,6.831E-16
1.555556,0.00003375,0.000015,0.00016,1.189E+18,0.00005661,6.831E-16
1.555556,0.00003375,0.000005,0.00018,1.057E+18,0.0000189,3.338E-16
1.555556,0.00003375,0.0000075,0.00018,1.057E+18,0.00002832,3.338E-16
1.555556,0.00003375,0.00001,0.00018,1.057E+18,0.00003773,3.338E-16
1.555556,0.00004,0.0000125,0.00018,1.057E+18,0.00004714,3.338E-16
1.555556,0.00004,0.000015,0.00018,1.057E+18,0.00005654,3.338E-16
1.555556,0.00004,0.000005,0.002,9.515E+17,0.00001892,3.895E-16
1.555556,0.00004,0.0000075,0.002,9.515E+17,0.00002834,3.895E-16
1.555556,0.00004,0.00001,0.002,9.515E+17,0.00003775,3.895E-16
1.555556,0.000015,0.0000125,0.002,9.515E+17,0.00004716,3.895E-16
1.555556,0.000015,0.000015,0.002,9.515E+17,0.00005656,3.895E-16
1.777778,0.000015,0.000005,0.00012,1.956E+18,0.00001892,4.451E-16
1.777778,0.000015,0.0000075,0.00012,1.956E+18,0.00002834,4.451E-16
1.777778,0.000015,0.00001,0.00012,1.956E+18,0.00003775,4.451E-16
1.777778,0.00002125,0.0000125,0.00012,1.956E+18,0.00004716,4.451E-16
1.777778,0.00002125,0.000015,0.00012,1.956E+18,0.00005656,4.451E-16
1.777778,0.00002125,0.000005,0.00014,1.676E+18,0.00001894,5.008E-16
1.777778,0.00002125,0.0000075,0.00014,1.676E+18,0.00002836,5.008E-16
1.777778,0.00002125,0.00001,0.00014,1.676E+18,0.00003777,5.008E-16
1.777778,0.0000275,0.0000125,0.00014,1.676E+18,0.00004718,5.008E-16
1.777778,0.0000275,0.000015,0.00014,1.676E+18,0.00005658,5.008E-16
1.777778,0.0000275,0.000005,0.00016,1.467E+18,0.00001895,5.564E-16
1.777778,0.0000275,0.0000075,0.00016,1.467E+18,0.00002837,5.564E-16
1.777778,0.0000275,0.00001,0.00016,1.467E+18,0.00003779,5.564E-16
1.777778,0.00003375,0.0000125,0.00016,1.467E+18,0.00004719,5.564E-16
1.777778,0.00003375,0.000015,0.00016,1.467E+18,0.00005659,5.564E-16
1.777778,0.00003375,0.000005,0.00018,1.304E+18,0.00001897,2.816E-16
1.777778,0.00003375,0.0000075,0.00018,1.304E+18,0.00002839,2.816E-16
1.777778,0.00003375,0.00001,0.00018,1.304E+18,0.0000378,2.816E-16
1.777778,0.00004,0.0000125,0.00018,1.304E+18,0.00004721,2.816E-16
1.777778,0.00004,0.000015,0.00018,1.304E+18,0.00005661,2.816E-16
1.777778,0.00004,0.000005,0.002,1.173E+18,0.0000189,3.285E-16
1.777778,0.00004,0.0000075,0.002,1.173E+18,0.00002832,3.285E-16
1.777778,0.00004,0.00001,0.002,1.173E+18,0.00003773,3.285E-16
1.777778,0.000015,0.0000125,0.002,1.173E+18,0.00004714,3.285E-16
1.777778,0.000015,0.000015,0.002,1.173E+18,0.00005654,3.285E-16
2,0.000015,0.000005,0.00012,2.326E+18,0.00001892,3.755E-16
2,0.000015,0.0000075,0.00012,2.326E+18,0.00002834,3.755E-16
2,0.000015,0.00001,0.00012,2.326E+18,0.00003775,3.755E-16
2,0.00002125,0.0000125,0.00012,2.326E+18,0.00004716,3.755E-16
2,0.00002125,0.000015,0.00012,2.326E+18,0.00005656,3.755E-16
2,0.00002125,0.000005,0.00014,1.994E+18,0.00001894,4.224E-16
2,0.00002125,0.0000075,0.00014,1.994E+18,0.00002836,4.224E-16
2,0.00002125,0.00001,0.00014,1.994E+18,0.00003777,4.224E-16
2,0.0000275,0.0000125,0.00014,1.994E+18,0.00004718,4.224E-16
2,0.0000275,0.000015,0.00014,1.994E+18,0.00005658,4.224E-16
2,0.0000275,0.000005,0.00016,1.551E+18,0.00001895,4.693E-16
2,0.0000275,0.0000075,0.00016,1.551E+18,0.00002837,4.693E-16
2,0.0000275,0.00001,0.00016,1.551E+18,0.00003779,4.693E-16
2,0.00003375,0.0000125,0.00016,1.551E+18,0.00004719,4.693E-16
2,0.00003375,0.000015,0.00016,1.551E+18,0.00005659,4.693E-16
2,0.00003375,0.000005,0.00018,1.396E+18,0.00001897,2.865E-18
2,0.00003375,0.0000075,0.00018,1.396E+18,0.00002839,2.865E-18
2,0.00003375,0.00001,0.00018,1.396E+18,0.0000378,2.865E-18
2,0.00004,0.0000125,0.00018,1.396E+18,0.00004721,2.865E-18
2,0.00004,0.000015,0.00018,1.396E+18,0.00005661,2.865E-18
2,0.00004,0.000005,0.002,2.216E+20,0.00003711,3.343E-18
2,0.00004,0.0000075,0.002,2.216E+20,0.00005506,3.343E-18